,product,price_coefficient,product_desc
4473,260112,-1.7523135200248876,Iron ores and concentrates: agglomerated (excluding roasted iron pyrites)
3869,270810,-1.7526239969014477,Pitch: obtained from coal tar or from other mineral tars
26,81350,-1.7598569040370096,"Nuts, edible: mixtures of nuts or dried fruits of chapter 08"
1794,260400,-1.7617180281772062,Nickel ores and concentrates
1801,610451,-1.77105930348862,"Skirts and divided skirts: women's or girls', of wool or fine animal hair, knitted or crocheted"
3724,293890,-1.7781011474088269,"Glycosides: natural or reproduced by synthesis, other than rutoside (rutin) and its derivatives"
3526,281410,-1.7782414113351852,Ammonia: anhydrous
3778,540234,-1.7907149601465737,"Yarn, synthetic: filament, monofilament (less than 67 decitex), textured, of polypropylene, not for retail sale, not sewing thread"
4016,350110,-1.793260151080566,Casein
2483,252020,-1.7951334365254845,"Plasters: (consisting of calcined gypsum or calcium sulphate), whether or not coloured, with or without small quantities of accelerators or retarders"
3584,760711,-1.796066441092938,"Aluminium: foil, (not backed), rolled (but not further worked), of a thickness not exceeding 0.2mm"
3865,152110,-1.796189371209545,Vegetable waxes (other than triglycerides): whether or not refined or coloured
3064,840510,-1.8038875826227505,"Generators: producer gas, water gas, acetylene gas and similar water process gas generators, with or without their purifiers"
989,620610,-1.813254108351525,"Blouses, shirts and shirt-blouses: women's or girls', of silk or silk waste (not knitted or crocheted)"
4991,90821,-1.824556995421231,"Spices: mace, neither crushed nor ground"
1156,20410,-1.8355561381531387,"Meat: of sheep, lamb carcasses and half-carcasses, fresh or chilled"
4022,391310,-1.8463789977303087,"Polymers, natural: alginic acid, its salts and esters, in primary forms"
4543,530820,-1.8524808977881557,Yarn: of hemp (cannabis sativa L.)
2641,30282,-1.873954579171902,"Fish: fresh or chilled, rays and skates (Rajidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
4226,282550,-1.8813143142333235,Copper oxides and hydroxides
4423,200560,-1.8928768236025455,"Vegetable preparations: asparagus, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
1611,580219,-1.90330399284158,"Fabrics: terry towelling and similar woven terry fabrics, of cotton, bleached, excluding narrow fabrics of heading no. 5806"
3772,30391,-1.9057649961723837,"Fish: frozen, livers, roes and milt"
1690,560122,-1.9159130945320957,"Wadding: other articles thereof, of man-made fibres"
3764,20430,-1.9197996219832019,"Meat: of sheep, lamb carcasses and half-carcasses, frozen"
1508,80241,-1.919973747421172,"Nuts, edible: chestnuts (Castanea spp.), fresh or dried, in shell"
4513,500400,-1.9284335257561884,"Silk: yarn (other than yarn spun from silk waste), not put up for retail sale"
4118,370191,-1.9417206217913294,"Photographic plates and film: for colour photography (polychrome), in the flat, sensitised, unexposed, with no side exceeding 255mm, of any material other than paper, paperboard or textiles"
4401,740919,-1.9491523329735594,"Copper: plates and sheets, of a thickness exceeding 0.15mm, of refined copper, not in coils"
2284,410449,-1.969361680437205,"Tanned or crust hides and skins: bovine or equine, without hair on, in the dry state (crust), (other than full grains, unsplit: grain splits)"
5256,30829,-1.9764855366602785,"Aquatic invertebrates: sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), dried, salted or in brine, smoked, whether or not cooked before or during smoking process"
4314,880100,-2.001062053086219,"Balloons and dirigibles: gliders, hang gliders and other non-powered aircraft."
3714,150210,-2.001924642444863,Tallow: other than those of heading 1503
5239,30253,-2.0152559786325357,"Fish: fresh or chilled, coalfish (Pollachius virens), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
3785,261900,-2.017680349989403,"Slag, dross: (other than granulated slag), scalings and other waste from the manufacture of iron or steel"
2739,440290,-2.020342156637307,"Wood: charcoal of wood other than bamboo (including shell or nut charcoal), whether or not agglomerated"
3986,281310,-2.0324260266004512,Carbon disulphide
3939,400129,-2.0333624358876694,"Rubber: natural (excluding latex, technically specified natural rubber and smoked sheets), in primary forms or in plates, sheets or strip"
1154,10641,-2.0375945456654185,"Insects: live, bees"
3895,291512,-2.047708512452435,Acids: saturated acyclic monocarboxylic acids: salts of formic acids
4425,950612,-2.0479914909885544,Ski-fastenings (ski-bindings): for snow-skis
3579,151229,-2.050160084126651,"Vegetable oils: cotton-seed oil and its fractions, other than crude, whether or not refined, but not chemically modified"
3821,840140,-2.062216453278389,Nuclear reactors: parts thereof
1120,91030,-2.0654351302485114,Spices: turmeric (curcuma)
4922,721912,-2.082431515384058,"Steel, stainless: flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 4.75mm or more but not exceeding 10mm"
412,90962,-2.0969016706820534,"Spices: seeds of anise, badian, caraway or fennel: juniper berries, crushed or ground"
962,620312,-2.1007763855608546,"Suits: men's or boys', of synthetic fibres (not knitted or crocheted)"
4299,400280,-2.117292098829376,"Rubber: mixtures of natural and synthetic rubbers of heading no. 4001 and 4002, in primary forms or in plates, sheets or strip"
5259,30821,-2.129071909213421,"Aquatic invertebrates: sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), live, fresh or chilled"
4883,400610,-2.131746456600285,"Rubber: unvulcanised, camel-back strips for retreading rubber tyres"
3853,590490,-2.153860187230812,"Textiles floor coverings: consisting of a coating or covering applied on a textile backing, whether or not cut to shape, other than linoleum"
3337,860290,-2.1615742841972523,Rail locomotives and locomotive tenders: other than diesel-electric powered
4913,291212,-2.169666580851061,"Aldehydes: acyclic, without other oxygen function, ethanal (acetaldehyde)"
3846,270710,-2.1755727788600736,Oils and products of the distillation of high temperature coal tar: benzol (benzene)
2004,842649,-2.1823773707527074,"Cranes: self-propelled derricks and cranes, not on tyres, n.e.c. in heading no. 8426"
3693,200969,-2.18764528621074,"Juice: grape, of a Brix value exceeding 30, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
3709,120190,-2.194761958766729,"Soya beans: other than seed, whether or not broken"
5098,290811,-2.2059297153601607,Phenol or phenol-alcohol derivatives containing only halogen substituents and their salts: pentachlorophenol (ISO)
1509,81110,-2.209948176335163,"Fruit, edible: strawberries, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter"
1174,81210,-2.2285291924575863,"Fruit, edible: cherries, provisionally preserved, but unsuitable in that state for immediate consumption"
3842,30479,-2.228896871411154,"Fish fillets: frozen, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae other than cod, haddock, coalfish, hake, and Alaska pollack"
4721,842930,-2.236497515638428,Scrapers: self-propelled
4788,860692,-2.2442372701869746,"Railway or tramway goods vans and wagons: open, with non-removable sides of a height exceeding 60cm, not self-propelled"
2966,20622,-2.26757434270691,"Offal, edible: of bovine animals, livers, frozen"
4953,380130,-2.2683498836241975,Carbonaceous pastes: for electrodes and similar pastes for furnace linings
5134,290321,-2.309066933668297,Unsaturated chlorinated derivatives of acyclic hydrocarbons: vinyl chloride (chloroethylene)
5225,440396,-2.321446208055495,"Wood: of birch (Betula spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which any cross-sectional dimension is less than 15 cm"
3834,160540,-2.3223569373077653,"Crustacean preparations: other than crab, shrimps, prawns, and lobsters, prepared or preserved"
3728,251310,-2.324633837466337,"Pumice stone, whether or not heat treated"
1696,620421,-2.3403684913384906,"Ensembles: women's or girls', of wool or fine animal hair (not knitted or crocheted)"
4529,30351,-2.3550760870866916,"Fish: frozen, herrings (Clupea harengus, Clupea pallasii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
1178,100390,-2.3571677502684394,"Cereals: barley, other than seed"
71,80232,-2.359327061222735,"Nuts, edible: walnuts, fresh or dried, shelled"
4947,292231,-2.401780219363728,"Amino-aldehydes, amino-ketones and amino-quinones: other than those containing more than one kind of oxygen function: salts thereof"
5161,20830,-2.4186563461983472,"Meat and edible meat offal: of primates, fresh, chilled or frozen"
3612,80840,-2.4300052741841456,"Fruit, edible: quinces, fresh"
3755,740620,-2.433967261387242,"Copper: powders of lamellar structure, flakes"
4872,270210,-2.4467797175004398,"Lignite: whether or not pulverised, but not agglomerated, excluding jet"
5054,470200,-2.4609884066156056,"Wood pulp: chemical wood pulp, dissolving grades"
1479,640340,-2.4691517312546614,"Footwear: with metal toe-cap, outer soles of rubber, plastics, leather or composition leather, uppers of leather"
232,80921,-2.4844049540886433,"Fruit, edible: sour cherries (Prunus cerasus), fresh"
5220,30564,-2.4932880279698644,"Fish: salted or in brine, not dried or smoked, other than edible fish offal, tilapias, catfish, carp, eels, Nile perch, and snakeheads"
5143,284420,-2.512984703278036,"Uranium: enriched in U235, plutonium, their compounds, alloys dispersions (including cermets), ceramic products and mixtures containing uranium enriched in U235, plutonium or compounds of these products"
3983,252930,-2.5255180142596303,Leucite: nepheline and nepheline syenite
2853,290511,-2.5486522610566182,"Alcohols: saturated monohydric, methanol (methyl alcohol)"
1175,81290,-2.551972749136741,"Fruit, edible: fruit and nuts n.e.c. in heading no. 0812, provisionally preserved, but unsuitable in that state for immediate consumption"
2736,252220,-2.5800631954066713,Slaked lime: excluding calcium oxide and hydroxide of heading no. 2825
3419,30551,-2.5829595405831234,"Fish: dried, whether or not salted but not smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
3415,30363,-2.5992193802947696,"Fish: frozen, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
5122,281217,-2.6228691644353423,Thionyl chloride
1569,720211,-2.6282291774769413,"Ferro-alloys: ferro-manganese, containing by weight more than 2% of carbon"
3543,741991,-2.650682723577352,"Copper: cast, moulded, stamped or forged, but not further worked"
1181,100590,-2.656663710174909,"Cereals: maize (corn), other than seed"
27,120799,-2.659162923660783,"Oil seeds and oleaginous fruits: n.e.c. in heading no. 1207, whether or not broken"
5235,292411,-2.6858770813759207,Acyclic amides (including acyclic carbamates) and their derivatives: salts thereof: meprobamate (INN)
4611,30213,-2.7170592607458577,"Fish: fresh or chilled, Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), not fillets, meat of 0304, and edible fish offal of 0302.9"
5166,551633,-2.7404009158316716,"Fabrics, woven: of yarns of different colours, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with wool or fine animal hair"
4591,160432,-2.785733637046278,"Fish preparations: caviar substitutes, prepared from fish eggs"
5333,292340,-2.8057513307103945,"Quaternary ammonium salts and hydroxides: didecyldimethylammonium perfluorooctane sulphonate, whether or not chemically defined"
4620,470311,-2.8061679992626853,"Wood pulp: chemical wood pulp, soda or sulphate, (other than dissolving grades), unbleached, of coniferous wood"
2724,720711,-2.8061816888074547,"Iron or non-alloy steel: semi-finished products of iron or non-alloy steel: containing by weight less than 0.25% of carbon, of rectangular (including square) cross-section, width less than twice thickness"
5073,520527,-2.806470137661483,"Cotton yarn: (not sewing thread), single, of combed fibres, 85% or more by weight of cotton, less than 106.38 but not less than 83.33 decitex (over 94 but not over 120 metric number), not for retail sale"
3017,252490,-2.815676707917789,Asbestos: other than crocidolite (blue asbestos)
5222,160558,-2.8205701575782713,"Mollusc preparations: snails, other than sea snails, prepared or preserved"
3823,30495,-2.8329211384383943,"Fish meat, excluding fillets, whether or not minced: frozen, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollack (Theragra chalcogramma)"
1793,260300,-2.845909245312849,Copper ores and concentrates
879,760511,-2.8606694861397157,"Aluminium: (not alloyed), wire, maximum cross-sectional dimension exceeds 7mm"
5311,382483,-2.8762279887764817,"Chemical products, mixtures and preparations: containing goods specified in Subheading Note 3 to this Chapter: containing tris(2,3-dibromopropyl) phosphate"
3633,950611,-2.9287723250336057,Skis: for snow
5078,230660,-2.931622266135109,"Oil-cake and other solid residues: whether or not ground or in the form of pellets, resulting from the extraction of palm nuts or kernels oils"
233,80929,-2.946716059049576,"Fruit, edible: cherries, other than sour cherries (Prunus cerasus), fresh"
4267,300443,-2.948202304574154,"Medicaments: containing alkaloids or their derivatives, containing norephedrine or its salts, for therapeutic or prophylactic uses, packaged for retail sale"
2298,460122,-2.9571481777851956,"Plaiting materials, plaits and similar products of plaiting materials: mats, matting and screens, of rattan"
1197,270112,-2.9606663188231335,"Coal: bituminous, whether or not pulverised, but not agglomerated"
379,50100,-3.008794416972747,"Animal products: hair, human, unworked, whether or not washed or scoured, and waste of human hair"
932,580900,-3.034642397308197,"Fabrics, woven: of metal thread and metallised yarn of heading no. 5605, of a kind used in apparel, as furnishing fabrics or similar purposes: n.e.c. or included"
4929,721913,-3.0400253287670727,"Steel, stainless: flat-rolled, width 600mm or more, hot-rolled, in coils, of a thickness of 3mm or more but less than 4.75mm"
3859,30482,-3.0634347315827615,"Fish fillets: frozen, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)"
4624,284510,-3.1166146037016764,Heavy water (deuterium oxide)
3980,120922,-3.122529127620905,"Seeds of forage plants: clover (Trifolium spp.) seeds, of a kind used for sowing"
2562,30699,-3.122630880677128,"Crustaceans: smoked, whole, cooked or not, n.e.c. in item no. 0306.9, in shell or not, including edible flours, meals, and pellets of crustaceans"
4766,470329,-3.1609755584360912,"Wood pulp: chemical wood pulp, soda or sulphate, (other than dissolving grades), semi-bleached or bleached, of non-coniferous wood"
4626,291469,-3.171062961379554,Quinones: other than anthraquinone and coenzyme Q10 (ubidecarenone (INN))
5362,293944,-3.204759421246333,Alkaloids: norephedrine and its salts
3567,271121,-3.225090393411087,"Petroleum gases and other gaseous hydrocarbons: in gaseous state, natural gas"
4853,282520,-3.2763717465039828,Lithium oxide and hydroxide
4974,110820,-3.321642595168236,Inulin
5116,10631,-3.324386174315336,"Birds: live, birds of prey"
3857,30442,-3.3682546334907157,"Fish fillets: fresh or chilled, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)"
4709,840130,-3.385391747666459,Fuel elements (cartridges): non-irradiated
3919,310250,-3.4104671928459123,"Fertilizers, mineral or chemical: nitrogenous, sodium nitrate"
4702,440324,-3.43464124530529,"Wood: coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which any cross-sectional dimension is less than 15 cm"
4352,722710,-3.4432334331321877,"Steel, alloy: bars and rods, hot-rolled, in irregularly wound coils, of high speed steel"
25,81320,-3.4658467016229055,"Fruit, edible: prunes, dried"
2816,271111,-3.4691865624733675,"Petroleum gases and other gaseous hydrocarbons: liquefied, natural gas"
3021,382520,-3.5163677994204194,"Residual products of the chemical or allied industries, not elsewhere specified or included: sewage sludge"
1221,550961,-3.535350932348821,"Yarn: (not sewing thread), of acrylic or modacrylic staple fibres, mixed mainly or solely with wool or fine animal hair, not put up for retail sale"
3503,722820,-3.564707230843486,"Steel, alloy: bars and rods, of silico-manganese steel"
250,220820,-3.5682539522322654,Spirits obtained by distilling grape wine or grape marc
5247,710121,-3.608305603506582,"Pearls: cultured, unworked, whether or not graded (but not strung, mounted or set), temporarily strung for the convenience of transport"
4359,441234,-3.616006533075774,"Plywood: consisting only of sheets of wood (not bamboo), each ply 6mm or thinner, with at least one outer ply of non-coniferous wood not listed in subheading 4412.33"
1193,252210,-3.648954432398397,Quicklime: excluding calcium oxide and hydroxide of heading no. 2825
3506,290541,-3.6546900753482885,"Alcohols: polyhydric, 2-ethyl-2- (hydroxymethyl) propane-1,3-diol (trimethylolpropane)"
1500,440792,-3.6550687114480302,"Wood: beech (Fagus spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm"
3119,10612,-3.680424198472889,"Mammals: live, whales, dolphins and porpoises (mammals of the order Cetacea): manatees and dugongs (mammals of the order Sirenia): seals, sea lions and walruses (mammals of the suborder Pinnipedia)"
5160,860120,-3.722865090854171,Rail locomotives: powered by electric accumulators
862,121229,-3.7617831273421807,"Seaweeds and other algae: not fit for human consumption, fresh, chilled, frozen or dried, whether or not ground"
2502,160553,-3.7869421038639883,"Mollusc preparations: mussels, prepared or preserved"
1561,620411,-3.792033893547687,"Suits: women's or girls', of wool or fine animal hair (not knitted or crocheted)"
2283,410411,-3.7976651069435152,"Tanned or crust hides and skins: without hair on, bovine or equine, in the wet state (including wet blue), full grains, unsplit: grain splits"
270,510310,-3.8011046090297804,"Wool and hair: noils of wool or of fine animal hair, including yarn waste, but excluding garnetted stock"
4995,282919,-3.859622423740488,Chlorates: other than sodium
3832,30221,-3.903518006416169,"Fish: fresh or chilled, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
1219,520100,-3.924057585625706,Cotton: not carded or combed
3284,551130,-3.957808344135489,"Yarn: (not sewing thread), of artificial staple fibres, put up for retail sale"
236,81070,-3.9859973587734503,"Fruit, edible: persimmons, fresh"
4983,470421,-4.017616776500197,"Wood pulp: chemical wood pulp, sulphite, (other than dissolving grades), semi-bleached or bleached, of coniferous wood"
1052,260120,-4.029332184167888,Iron pyrites: roasted
3141,160290,-4.046239117634079,"Meat preparations: of meat, meat offal or the blood of any animal, n.e.c. in heading no. 1602"
5298,30782,-4.058223530279583,"Molluscs: stromboid conchs (Strombus spp.), whether in shell or not, live, fresh or chilled"
5058,292412,-4.076844073562073,"Acyclic amides (including acyclic carbamates) and their derivatives: salts thereof: fluoroacetamide (ISO), monocrotophos (ISO) and phosphamidon (ISO)"
3858,30481,-4.0776226083288245,"Fish fillets: frozen, salmon, Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), Atlantic (Salmo salar), and Danube (Hucho hucho)"
1816,30539,-4.089841516835487,"Fish fillets: dried, salted or in brine, but not smoked, n.e.c. in item no. 0305.3"
5132,810820,-4.1084781656923415,"Titanium: unwrought, powders"
3806,152190,-4.109370734037758,"Waxes, other than vegetable, n.e.c. in heading no. 1521: whether or not refined or coloured"
1443,611012,-4.129490203083758,"Jerseys, pullovers, cardigans, waistcoats and similar articles: knitted or crocheted, of fibres from kashmir (cashmere) goats"
4085,250410,-4.150178281561934,"Graphite: natural, in powder or in flakes"
398,10619,-4.16408590910908,"Mammals: live, other than primates, whales, dolphins, porpoises (mammals of the order Cetacea): manatees, dugongs (mammals of the order Sirenia): seals, sea lions, walruses (mammals of the suborder Pinnipedia), camels, other camelids, rabbits and hares"
4881,310260,-4.168644078426475,"Fertilizers, mineral or chemical: nitrogenous, double salts and mixtures of calcium nitrate and ammonium nitrate"
673,230400,-4.186142494640624,"Oil-cake and other solid residues: whether or not ground or in the form of pellets, resulting from the extraction of soya-bean oil"
821,81400,-4.197670383366208,"Peel: of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water and other preservative solutions"
4565,200950,-4.241337231691359,"Juice: tomato, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
4066,120590,-4.303384989165721,"Oil seeds: rape or colza seeds, other than low erucic, whether or not broken"
172,630520,-4.3250610241432845,"Sacks and bags: of a kind used for the packing of goods, of cotton"
2637,30241,-4.327720374303663,"Fish: fresh or chilled, herrings (Clupea harengus, Clupea pallasii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
4583,30214,-4.351280443426899,"Fish: fresh or chilled, Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
70,71320,-4.36036827780893,"Vegetables, leguminous: chickpeas (garbanzos), shelled, whether or not skinned or split, dried"
3845,120510,-4.514466595982891,"Oil seeds: low erucic acid rape or colza seeds, whether or not broken"
3298,720712,-4.531664971964941,"Iron or non-alloy steel: semi-finished products of iron or non-alloy steel: containing by weight less than 0.25% of carbon, of rectangular (other than square) cross-section"
4486,520300,-4.5441942326932665,Cotton: carded or combed
4408,70991,-4.619498407135116,"Vegetables: globe artichokes, fresh or chilled"
3295,720230,-4.653006688810928,Ferro-alloys: ferro-silico-manganese
4786,10239,-4.667008047514699,"Buffalo: live, other than pure-bred breeding animals"
3866,230320,-4.724173129336223,"Beet-pulp, bagasse and other waste of sugar manufacture: whether or not in the form of pellets"
72,81120,-4.764003594220326,"Fruit, edible: raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries, uncooked or cooked, whether or not containing added sugar or other sweetening matter"
4613,30291,-4.784492496144086,"Fish: fresh or chilled, livers, roes and milt"
4135,480592,-4.846086115184805,"Paper and paperboard: uncoated, weight more than 150g/m2 but less than 225 g/m2, in rolls or sheets, n.e.c. in heading no. 4805"
3231,150410,-4.8599016109495015,"Oils of fish: fish-liver oils and their fractions, whether or not refined, but not chemically modified"
1653,252329,-4.870159678273584,"Cement: portland, other than white, whether or not artificially coloured"
4341,30453,-4.875408015359622,"Fish meat, excluding fillets, whether or not minced: fresh or chilled, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, and Muraenolepididae"
1232,760110,-4.920184375692207,"Aluminium: unwrought, (not alloyed)"
3427,121130,-4.949403918474697,"Coca leaf: of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered"
4973,911290,-4.956856828221828,"Clock cases and similar cases for other goods of chapter 91: other than watch cases, parts thereof"
4164,790112,-4.967910147451949,"Zinc: unwrought, (not alloyed), containing by weight less than 99.99% of zinc"
1841,271600,-4.990168646390679,Electrical energy
281,710391,-5.013971585349866,"Stones: rubies, sapphires and emeralds, worked (other than simply sawn or roughly shaped), not strung, mounted or set"
5213,520547,-5.027715467571129,"Cotton yarn: (not sewing thread), multiple or cabled, of combed fibres, 85% or more by weight of cotton, 106.37 to 83.33 decitex (95 to 120 metric number) per single yarn, not for retail sale"
4463,30312,-5.038084238021822,"Fish: frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
3436,230250,-5.087007225651911,"Bran, sharps and other residues: of leguminous plants, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof"
5322,290551,-5.091873988498819,"Alcohols: acyclic: halogenated, sulphonated, nitrated or nitrosated derivatives thereof, ethchlorvynol (INN)"
4740,440395,-5.1484972836676475,"Wood: of birch (Betula spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which any cross-sectional dimension is 15 cm or more"
4394,540771,-5.208426677498467,"Fabrics, woven: containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), unbleached or bleached"
2236,30639,-5.233297305195203,"Crustaceans: live, fresh or chilled, n.e.c. in item no. 0306.3, in shell or not, including edible flours, meals, and pellets of crustaceans"
5350,290433,-5.274314333909485,"Derivatives of hydrocarbons: lithium perfluorooctane sulphonate, whether or not halogenated"
4632,261310,-5.304604786783972,Molybdenum ores and concentrates: roasted
273,610461,-5.333461513781156,"Trousers, bib and brace overalls, breeches and shorts: women's or girls', of wool or fine animal hair, knitted or crocheted"
3124,740312,-5.355607300337022,"Copper: refined, unwrought, wire-bars"
3106,740311,-5.441904290010456,"Copper: refined, unwrought, cathodes and sections of cathodes"
4716,282570,-5.560536672680668,Molybdenum oxides and hydroxides
4126,400121,-5.583751615764892,"Rubber: natural (excluding latex), in smoked sheets"
5331,520615,-5.584394279823103,"Cotton yarn: (not sewing thread), single, of uncombed fibres, less than 85% by weight of cotton, measuring less than 125 decitex (exceeding 80 metric number), not for retail sale"
4424,30219,-5.61310702921514,"Fish: fresh or chilled, salmonidae, n.e.c. in item no. 0302.1, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
4193,531010,-5.639972673688,"Fabrics, woven: of jute or of other textile bast fibres of heading no. 5303, unbleached"
1223,720110,-5.76451802681857,"Iron: non-alloy pig iron containing by weight 0.5% or less of phosphorus, in pigs, blocks or other primary forms"
4347,293711,-5.800741243286812,"Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural analogues: somatotropin, its derivatives and structural analogues"
5190,291891,-5.819218710863146,"Acids: carboxylic acids, with additional oxygen function (not alcohol, phenol, aldehyde or ketone) and their anhydrides, halides, peroxides and peroxyacids: 2,4,5-T (ISO) (2,4,5-trichlorophenoxyacetic acid), its salts and esters"
4337,30313,-5.833456487017974,"Fish: frozen, Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
4971,30251,-5.972747929585396,"Fish: fresh or chilled, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99"
1169,71390,-5.995463873655847,"Vegetables, leguminous: n.e.c. in heading no. 0713, shelled, whether or not skinned or split, dried"
4871,260500,-6.048795439773792,Cobalt ores and concentrates
5173,750110,-6.096870375824244,Nickel: nickel mattes
969,844629,-6.1131313460000625,"Weaving machines (looms): for weaving fabrics of a width exceeding 30cm, shuttle type, other than power looms"
3721,280120,-6.176963906138807,Iodine
5334,291040,-6.271061354799679,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers: with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives, dieldrin (ISO, INN)"
401,70999,-6.273806935170736,"Vegetables: edible, n.e.c. in chapter 07, fresh or chilled"
5353,293291,-6.382311275935233,"Heterocyclic compounds: with oxygen hetero-atom(s) only, (other than lactones or compounds containing an unfused furan ring (whether or not hydrogenated) in the structure), isosafrole"
1250,140190,-6.399104030418541,Vegetable materials of a kind used primarily for plaiting: n.e.c. in heading no. 1401
5207,520526,-6.46217974920445,"Cotton yarn: (not sewing thread), single, of combed fibres, 85% or more by weight of cotton, less than 125 but not less than 106.38 decitex (over 80 but not over 94 metric number), not for retail sale"
4838,30441,-6.467513113900145,"Fish fillets: fresh or chilled, salmon, Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic (Salmo salar), Danube (Hucho hucho)"
3982,250200,-6.480431423822094,Iron pyrites: unroasted
1133,850133,-6.493905923689189,"Electric motors and generators: DC, of an output exceeding 75kW but not exceeding 375kW"
2708,520523,-6.527946820109367,"Cotton yarn: (not sewing thread), single, of combed fibres, 85% or more by weight of cotton, less than 232.56 but not less than 192.31 decitex (exceeding 43 but not exceeding 52 metric number), not for retail sale"
4934,511000,-6.583600339656756,"Yarn: of coarse animal hair or of horsehair (including gimped horsehair yarn), whether or not put up for retail sale"
4242,20210,-6.699056014756543,"Meat: of bovine animals, carcasses and half-carcasses, frozen"
3614,30325,-6.765528669604075,"Fish: frozen, carp  (as specified by the WCO), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
1195,260700,-6.86495976226662,Lead ores and concentrates
2730,151211,-6.925183215003401,"Vegetable oils: sunflower seed or safflower oil and their fractions, crude, not chemically modified"
